time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
95250,33.00,0.00,15.40,1.36,20.80,0.40,b2
95500,33.00,0.00,13.25,0.83,20.75,0.43,b2
95750,33.00,0.00,12.67,0.47,20.33,0.47,b2
96000,33.00,0.00,10.50,1.12,19.50,1.12,b2
96250,33.00,0.00,10.00,1.22,20.00,0.71,b2
96500,33.00,0.00,13.00,0.71,21.00,0.00,b2
96750,33.00,0.00,13.75,0.83,20.67,0.47,b2
97000,33.00,0.00,14.75,0.43,20.50,0.50,b2
97250,33.00,0.00,12.00,0.00,20.50,0.50,b2
97500,33.00,0.00,10.75,1.30,19.75,0.83,b2
97750,33.00,0.00,10.00,0.71,20.00,1.00,b2
98000,33.75,1.30,9.75,0.43,20.25,0.83,b2
98250,35.00,1.41,10.25,0.43,20.67,0.47,b2
98500,33.00,0.00,9.50,0.50,20.00,1.00,b2
98750,34.00,1.41,12.00,0.00,21.00,0.00,b2
99000,33.75,1.30,9.25,1.09,20.25,0.83,b2
99250,33.00,0.00,12.50,0.87,19.75,0.43,b2
99500,33.75,1.30,12.00,0.00,20.00,1.00,b2
99750,33.00,0.00,13.50,0.50,19.75,0.83,b2
100000,33.00,0.00,12.00,0.71,19.00,0.71,b2
100250,33.00,0.00,13.00,1.58,18.25,0.43,b2
100500,33.00,0.00,12.75,0.83,18.75,0.83,b2
100750,33.75,1.30,13.25,0.83,18.50,0.50,b2
101000,33.75,1.30,12.75,0.43,18.50,0.50,b2
101250,34.50,1.50,13.00,0.00,18.33,0.47,b2
101500,34.00,1.41,12.25,0.43,18.33,0.47,b2
101750,33.00,0.00,12.75,0.83,18.00,0.00,b2
102000,33.00,0.00,9.50,0.50,18.50,0.87,b2
102250,33.00,0.00,12.75,1.92,18.75,0.83,b2
102500,33.75,1.30,14.75,0.43,18.50,0.50,b2
102750,33.00,0.00,14.50,0.50,18.75,0.83,b2
103000,33.00,0.00,11.75,1.64,18.50,0.50,b2
103250,33.00,0.00,8.75,1.92,18.50,0.50,b2
103500,33.00,0.00,12.00,0.00,19.50,0.50,b2
103750,33.00,0.00,8.00,2.12,19.33,0.47,b2
104000,34.00,1.41,8.33,1.70,20.00,0.71,b2
104250,33.00,0.00,10.00,0.00,20.00,0.71,b2
104500,33.00,0.00,10.00,0.00,20.00,0.71,b2
104750,33.46,1.08,10.62,1.08,19.50,0.73,b2
105000,33.46,1.08,10.62,1.08,19.50,0.73,b2
105250,34.20,1.47,6.20,0.98,19.75,1.30,b2
105500,34.00,1.41,8.67,0.47,20.50,0.50,b2
105750,34.50,1.50,8.33,0.94,19.50,0.50,b2
106000,33.75,1.30,6.33,0.47,19.00,1.00,b2
106250,34.50,1.50,3.00,1.58,18.50,0.50,b2
106500,33.75,1.30,8.25,0.83,19.50,1.12,b2
106750,33.75,1.30,7.67,1.25,19.25,0.43,b2
107000,34.50,1.50,0.00,0.00,18.75,0.83,b2
107250,33.00,0.00,0.00,0.00,18.50,0.50,b2
107500,33.00,0.00,3.25,2.28,18.25,0.43,b2
107750,33.00,0.00,9.00,0.00,18.33,0.47,b2
108000,33.75,1.30,6.00,2.94,19.25,0.83,b2
108250,35.00,1.41,4.67,2.62,19.33,0.94,b2
108500,33.00,0.00,7.67,0.47,19.25,0.83,b2
108750,33.75,1.30,6.25,0.83,19.25,0.83,b2
109000,33.00,0.00,4.50,0.50,19.00,1.00,b2
109250,33.75,1.30,3.50,0.50,18.00,0.00,b2
109500,33.75,1.30,6.33,2.05,17.75,0.43,b2
109750,34.50,1.50,8.25,2.59,18.25,0.43,b2
110000,33.75,1.30,2.00,0.00,18.00,0.00,b2
110250,33.75,1.30,2.50,1.12,18.50,0.50,b2
110500,34.50,1.50,2.00,0.00,18.75,0.83,b2
110750,33.75,1.30,6.00,2.00,19.00,1.00,b2
111000,33.00,0.00,10.00,0.00,19.25,0.83,b2
111250,33.00,0.00,5.33,2.05,18.50,0.50,b2
111500,33.00,0.00,1.00,0.00,18.33,0.47,b2
111750,33.00,0.00,4.25,0.43,18.25,0.43,b2
112000,33.00,0.00,4.00,0.71,18.50,0.50,b2
112250,33.00,0.00,3.33,0.47,18.25,0.43,b2
112500,33.00,0.00,5.33,1.25,18.33,0.47,b2
112750,33.00,0.00,4.50,0.50,18.50,0.50,b2
113000,33.00,0.00,5.00,1.00,18.50,0.50,b2
113250,33.00,0.00,6.25,0.43,18.50,0.50,b2
113500,33.00,0.00,6.00,1.00,18.50,0.50,b2
113750,33.00,0.00,5.75,0.43,18.50,0.50,b2
114000,34.00,1.41,6.00,0.00,18.00,0.00,b2
114250,33.00,0.00,3.75,0.83,18.00,0.00,b2
114500,33.00,0.00,5.00,0.00,17.75,0.43,b2
114750,33.00,0.00,5.50,0.50,18.00,0.00,b2
115000,33.00,0.00,4.00,0.82,19.00,1.00,b2
115250,33.00,0.00,3.00,0.00,19.25,0.83,b2
115500,33.00,0.00,3.67,0.47,19.00,0.71,b2
115750,33.00,0.00,3.75,0.43,18.75,0.83,b2
116000,33.00,0.00,5.25,0.43,18.50,0.50,b2
116250,33.00,0.00,5.33,0.47,17.67,0.47,b2
116500,33.00,0.00,2.00,0.00,17.00,1.41,b2
116750,33.00,0.00,2.00,1.00,16.50,1.12,b2
117000,33.00,0.00,3.50,1.12,17.50,0.50,b2
117250,33.00,0.00,7.00,0.00,17.67,0.47,b2
117500,33.00,0.00,6.50,0.87,16.75,1.30,b2
117750,33.00,0.00,6.00,0.82,17.00,1.22,b2
118000,33.00,0.00,5.50,1.50,18.25,0.83,b2
118250,33.00,0.00,0.00,0.00,20.33,0.47,b2
118500,33.00,0.00,0.00,0.00,18.50,0.50,b2
118750,33.00,0.00,1.25,0.43,19.00,1.00,b2
119000,33.00,0.00,3.75,0.83,19.00,1.00,b2
119250,33.00,0.00,5.25,1.30,18.50,0.50,b2
119500,32.75,0.43,2.50,0.50,19.25,0.83,b2
119750,32.67,0.47,2.00,1.00,19.00,1.00,b2
0,32.50,0.50,0.00,0.00,19.00,1.00,b2
250,32.50,0.50,0.00,0.00,18.50,0.50,b2
500,32.75,0.43,1.00,0.00,18.00,0.00,b2
750,32.50,0.50,0.00,0.00,17.50,0.50,b2
1000,32.50,0.50,7.50,0.50,17.50,0.87,b2
1250,32.67,0.47,11.00,1.00,16.75,0.83,b2
1500,32.50,0.50,6.25,0.83,18.00,0.00,b2
1750,32.50,0.50,3.50,0.87,18.00,0.00,b2
2000,32.33,0.47,6.00,0.00,18.33,0.47,b2
2250,32.67,0.47,8.00,0.82,18.00,0.00,b2
2500,32.50,0.50,8.33,3.30,16.67,0.47,b2
2750,32.50,0.50,10.33,1.25,16.00,1.22,b2
3000,32.25,0.83,9.00,3.08,16.00,0.71,b2
3250,32.00,0.00,2.67,0.47,15.75,0.83,b2
3500,31.75,0.43,2.75,1.09,16.50,1.12,b2
3750,32.00,0.00,1.00,0.00,17.50,0.87,b2
4000,32.25,0.83,0.00,0.00,17.50,0.50,b2
4250,32.25,0.43,0.00,0.00,17.00,1.00,b2
4500,31.75,0.43,5.33,3.30,17.75,0.43,b2
4750,31.50,0.50,9.50,0.50,17.75,0.43,b2
5000,31.50,0.50,5.00,2.16,17.33,0.47,b2
5250,31.50,0.50,4.50,0.50,17.50,0.50,b2
5500,31.67,0.47,4.50,1.12,18.00,0.00,b2
5750,31.50,0.50,1.67,0.47,18.00,0.00,b2
6000,31.67,0.47,1.00,0.00,18.33,0.47,b2
6250,31.33,0.47,2.50,0.50,18.00,0.00,b2
6500,31.50,0.50,2.67,0.47,18.00,0.00,b2
6750,31.25,0.83,3.00,0.00,18.25,0.43,b2
7000,31.25,0.43,2.50,0.50,18.50,0.50,b2
7250,31.50,0.50,4.00,0.00,18.50,0.50,b2
7500,31.50,0.50,5.00,1.22,18.50,0.50,b2
7750,31.50,0.50,5.00,0.00,18.00,0.00,b2
8000,31.67,0.47,8.75,0.43,17.67,0.47,b2
8250,31.25,0.83,8.50,0.50,18.25,0.43,b2
8500,31.25,0.83,11.00,0.71,18.00,0.00,b2
8750,31.33,0.47,4.50,2.29,18.00,0.00,b2
9000,31.50,0.50,2.00,0.00,18.00,0.00,b2
9250,31.50,0.50,5.33,1.70,17.50,0.50,b2
9500,30.75,0.43,11.00,1.22,18.00,0.00,b2
9750,30.75,0.43,11.00,1.22,18.25,0.43,b2
10000,30.67,0.47,5.33,1.25,18.50,0.50,b2
10250,31.50,0.50,6.00,0.00,18.67,0.47,b2
10500,30.75,0.43,5.67,0.47,18.50,0.50,b2
10750,30.50,0.50,3.00,0.00,19.00,0.82,b2
11000,30.67,0.47,6.50,1.50,18.00,0.00,b2
11250,30.75,0.83,9.25,1.09,18.00,0.00,b2
11500,30.67,0.47,11.00,0.82,18.00,0.00,b2
11750,30.75,0.43,11.00,0.00,18.50,0.50,b2
12000,30.50,0.50,11.25,0.43,18.50,0.50,b2
12250,30.67,0.47,11.25,0.43,19.00,0.82,b2
12500,30.50,0.50,11.00,0.71,19.75,0.83,b2
12750,30.50,0.50,11.33,0.47,19.67,0.94,b2
13000,31.50,0.50,9.00,1.00,19.25,1.30,b2
13250,33.00,0.00,3.67,1.70,17.00,3.74,b2
13500,32.67,0.47,7.33,3.09,11.00,2.92,b2
13750,32.25,0.43,6.25,3.34,14.00,6.40,b2
14000,33.00,0.00,8.00,3.16,23.00,0.71,b2
14250,32.50,0.87,9.25,2.68,23.00,1.22,b2
14500,31.50,0.50,10.75,0.83,23.25,0.83,b2
14750,32.50,0.50,10.00,0.71,22.00,0.71,b2
15000,32.25,0.83,11.50,0.50,21.50,0.50,b2
15250,31.75,0.43,11.50,0.87,22.00,1.00,b2
15500,32.25,0.43,9.75,0.43,22.25,0.83,b2
15750,32.50,0.50,11.67,0.47,22.33,0.47,b2
16000,32.25,0.83,11.75,0.43,22.25,0.83,b2
16250,32.50,0.50,11.00,0.82,22.33,0.94,b2
16500,32.25,0.83,11.75,0.43,22.00,0.71,b2
16750,31.75,0.43,10.25,0.43,22.50,0.50,b2
17000,31.33,0.47,10.00,0.00,22.00,0.82,b2
17250,31.50,0.50,10.25,0.83,22.00,0.71,b2
17500,31.33,0.47,11.33,0.94,21.75,0.83,b2
17750,31.33,0.47,12.33,0.47,21.00,0.00,b2
18000,31.50,0.50,13.50,0.50,19.00,0.71,b2
18250,31.50,0.50,13.50,0.50,19.00,1.22,b2
18500,31.33,0.47,12.33,0.47,21.75,0.83,b2
18750,31.67,0.47,14.33,0.47,22.50,0.50,b2
19000,31.20,0.75,13.40,0.49,22.00,0.82,b2
19250,31.25,0.83,14.33,0.47,21.67,0.94,b2
19500,31.67,0.47,14.50,0.50,23.00,0.82,b2
19750,30.67,0.94,13.67,0.47,22.00,0.71,b2
20000,31.00,0.71,13.75,0.43,21.50,0.50,b2
20250,31.25,0.43,13.75,0.43,21.75,0.83,b2
20500,31.50,0.50,13.50,0.50,22.00,0.71,b2
20750,31.25,0.83,12.75,0.83,22.50,1.12,b2
21000,31.00,0.71,13.50,0.50,21.50,2.18,b2
21250,31.00,0.71,12.25,0.43,15.00,0.00,b2
21500,31.75,0.43,9.00,1.63,16.33,0.94,b2
21750,32.33,0.47,8.25,4.44,20.33,1.70,b2
22000,31.67,0.47,12.67,0.94,16.00,1.22,b2
22250,32.67,0.47,12.50,0.87,17.00,0.82,b2
22500,31.25,0.83,13.75,1.09,17.00,2.00,b2
22750,31.00,0.82,10.00,1.00,20.00,1.41,b2
23000,30.50,0.50,9.00,0.00,20.00,0.82,b2
23250,31.00,1.00,9.67,0.47,20.67,0.47,b2
23500,32.00,0.00,11.67,0.47,19.50,0.50,b2
23750,31.25,0.83,9.75,0.43,18.75,0.83,b2
24000,31.00,1.00,10.00,0.00,17.67,0.47,b2
24250,31.25,0.83,11.25,0.43,17.75,0.43,b2
24500,30.00,0.00,10.50,0.50,17.67,0.47,b2
24750,31.33,0.94,10.50,0.50,17.67,0.47,b2
25000,31.50,0.50,10.50,0.50,18.00,0.00,b2
25250,31.50,0.50,10.00,0.71,18.00,0.00,b2
25500,30.50,0.50,8.50,1.12,17.50,0.50,b2
25750,30.50,0.50,5.75,0.43,18.25,1.48,b2
26000,31.00,0.00,8.00,0.71,17.33,0.94,b2
26250,31.00,0.71,7.00,0.82,17.67,0.47,b2
26500,31.50,0.50,6.33,0.47,18.33,0.47,b2
26750,32.00,0.00,7.00,0.82,18.00,0.00,b2
27000,31.50,0.50,8.67,0.47,18.00,0.00,b2
27250,31.00,1.00,6.50,0.50,19.33,1.25,b2
27500,31.00,0.82,6.00,1.41,18.75,0.83,b2
27750,30.75,0.43,4.33,2.36,18.50,0.87,b2
28000,30.67,0.47,2.50,0.50,17.75,0.83,b2
28250,31.00,0.00,5.33,2.05,17.25,0.83,b2
28500,30.67,0.94,7.00,0.82,17.75,1.79,b2
28750,30.33,0.47,11.33,0.94,19.50,1.12,b2
29000,30.33,0.47,12.75,0.83,18.33,1.70,b2
29250,30.00,0.00,14.00,0.82,18.25,0.43,b2
29500,30.00,0.00,12.00,0.00,17.33,0.47,b2
29750,30.00,0.00,12.00,0.00,15.00,0.82,b2
30000,30.00,0.00,11.50,0.50,15.67,0.94,b2
30250,30.00,0.00,12.00,0.00,17.25,0.83,b2
30500,30.00,0.00,10.75,0.83,18.75,0.83,b2
30750,30.00,0.00,11.33,0.47,20.00,1.00,b2
31000,30.00,0.00,9.25,1.48,19.75,0.83,b2
31250,30.00,0.00,6.00,0.71,19.00,0.71,b2
31500,30.00,0.00,5.50,0.50,19.75,1.30,b2
31750,30.00,0.00,5.50,0.50,19.75,1.30,b2
32000,30.00,0.00,10.82,1.11,19.64,0.98,b2
32250,30.00,0.00,10.82,1.11,19.64,0.98,b2
32500,30.00,0.00,9.67,0.47,19.33,0.94,b2
32750,30.00,0.00,9.33,0.47,19.25,0.83,b2
33000,30.00,0.00,9.33,0.47,18.67,0.94,b2
33250,30.00,0.00,9.75,0.83,18.75,0.83,b2
33500,30.00,0.00,11.75,0.43,18.50,0.50,b2
33750,30.00,0.00,10.25,0.83,19.00,0.00,b2
34000,30.00,0.00,10.00,0.82,19.00,0.82,b2
34250,30.00,0.00,10.67,0.47,18.75,0.83,b2
34500,30.00,0.00,9.00,0.00,19.50,1.12,b2
34750,30.25,0.43,9.00,0.00,20.50,0.50,b2
35000,30.00,0.00,9.25,3.27,18.00,1.63,b2
35250,30.67,0.47,5.00,2.74,17.33,0.94,b2
35500,30.00,0.00,4.75,1.30,17.33,0.47,b2
35750,30.00,0.00,7.67,0.47,16.67,0.94,b2
36000,30.00,0.00,8.75,0.43,17.00,0.00,b2
36250,30.67,0.47,6.75,3.56,15.67,0.94,b2
36500,30.33,0.47,4.00,2.83,14.50,1.50,b2
36750,30.00,0.00,11.00,1.22,12.50,0.50,b2
37000,30.00,0.00,12.00,0.00,13.25,1.30,b2
37250,30.00,0.00,7.67,3.30,16.00,1.87,b2
37500,30.25,0.43,2.00,1.22,18.25,0.43,b2
37750,30.00,0.00,3.75,0.43,18.00,0.00,b2
38000,30.00,0.00,2.50,0.50,18.00,0.00,b2
38250,30.00,0.00,2.25,1.09,17.67,0.47,b2
38500,30.00,0.00,1.25,0.43,17.67,0.47,b2
38750,30.00,0.00,2.33,0.47,17.33,0.47,b2
39000,30.00,0.00,4.00,0.00,17.67,0.47,b2
39250,30.00,0.00,3.00,0.00,18.00,0.00,b2
39500,30.00,0.00,1.80,0.98,18.00,0.00,b2
39750,30.00,0.00,1.00,0.00,17.50,0.50,b2
40000,30.00,0.00,2.33,0.47,17.67,0.47,b2
40250,30.00,0.00,2.50,0.50,17.50,0.50,b2
40500,30.00,0.00,2.00,0.71,17.50,0.50,b2
40750,30.00,0.00,2.00,0.82,17.25,0.43,b2
41000,30.00,0.00,4.00,0.00,16.75,1.30,b2
41250,30.00,0.00,4.00,0.00,16.75,0.83,b2
41500,30.00,0.00,3.00,0.00,17.33,0.47,b2
41750,30.00,0.00,4.50,0.50,16.80,0.75,b2
42000,30.00,0.00,2.75,0.43,17.25,0.83,b2
42250,30.00,0.00,1.25,0.43,17.00,1.00,b2
42500,30.00,0.00,2.00,0.00,16.50,0.50,b2
42750,30.00,0.00,2.50,0.50,16.00,1.00,b2
43000,30.00,0.00,2.00,0.00,16.33,0.47,b2
43250,30.00,0.00,2.67,0.47,16.67,0.94,b2
43500,30.00,0.00,2.50,0.50,16.00,0.82,b2
43750,30.00,0.00,3.00,1.22,16.00,0.71,b2
44000,30.00,0.00,2.00,0.00,16.75,0.83,b2
44250,30.00,0.00,3.00,1.58,16.75,1.09,b2
44500,30.00,0.00,4.50,0.87,16.25,0.83,b2
44750,30.00,0.00,6.00,0.00,16.00,0.82,b2
45000,30.00,0.00,6.50,0.50,15.67,0.94,b2
45250,30.00,0.00,7.00,0.00,16.00,1.00,b2
45500,30.00,0.00,7.33,0.47,15.50,0.50,b2
45750,30.00,0.00,7.00,0.00,16.00,0.82,b2
46000,30.00,0.00,7.00,0.00,15.50,0.50,b2
46250,30.00,0.00,7.60,0.49,14.75,0.43,b2
46500,30.00,0.00,7.33,0.47,15.67,0.47,b2
46750,30.00,0.00,7.33,0.47,15.00,0.71,b2
47000,30.00,0.00,7.33,0.47,15.50,0.50,b2
47250,30.00,0.00,7.33,0.47,15.50,0.50,b2
47500,30.00,0.00,6.50,0.50,15.67,0.47,b2
47750,30.00,0.00,6.33,0.47,15.50,0.50,b2
48000,30.00,0.00,6.50,0.50,15.50,0.50,b2
48250,30.00,0.00,6.33,0.47,15.33,0.47,b2
48500,30.00,0.00,5.50,0.50,16.00,1.00,b2
48750,30.00,0.00,5.50,0.50,16.33,0.94,b2
49000,30.00,0.00,6.00,0.00,15.67,0.47,b2
49250,30.00,0.00,5.33,0.47,15.50,0.50,b2
49500,30.00,0.00,5.33,0.47,15.50,0.50,b2
49750,30.00,0.00,5.67,0.94,16.00,1.00,b2
50000,30.00,0.00,5.50,0.87,16.00,1.00,b2
50250,30.00,0.00,7.00,0.82,16.50,0.50,b2
50500,30.00,0.00,7.00,0.00,15.67,0.47,b2
50750,30.00,0.00,6.50,0.50,16.00,1.00,b2
51000,30.00,0.00,6.25,0.43,15.75,0.83,b2
51250,30.00,0.00,3.00,0.00,15.50,1.12,b2
51500,30.00,0.00,5.67,0.47,16.33,1.25,b2
51750,30.00,0.00,8.00,0.82,17.33,1.70,b2
52000,30.00,0.00,6.50,2.06,17.75,0.83,b2
52250,30.00,0.00,5.50,1.50,18.33,0.47,b2
52500,30.00,0.00,4.33,1.89,18.25,0.43,b2
52750,30.50,0.50,4.50,1.50,17.75,0.43,b2
53000,30.00,0.00,3.50,1.12,19.00,0.82,b2
53250,29.50,0.50,4.25,1.48,18.00,0.00,b2
53500,30.00,0.00,5.00,0.00,18.00,0.00,b2
53750,30.00,0.00,3.25,0.43,18.00,0.00,b2
54000,30.00,0.00,3.67,0.47,17.50,0.50,b2
54250,30.00,0.00,4.00,0.00,17.00,0.82,b2
54500,30.00,0.00,4.50,0.50,17.67,0.47,b2
54750,30.00,0.00,4.00,0.00,16.50,0.50,b2
55000,30.00,0.00,6.00,0.00,16.25,0.83,b2
55250,29.67,0.47,6.00,0.00,16.33,0.94,b2
55500,29.75,0.43,4.50,1.12,16.75,0.83,b2
55750,29.75,0.43,2.25,0.43,17.25,0.83,b2
56000,30.00,0.00,5.00,1.22,16.67,0.47,b2
56250,29.75,0.43,5.75,0.43,16.00,1.00,b2
56500,29.75,0.43,5.75,0.43,15.75,0.83,b2
56750,30.00,0.00,6.00,0.00,16.00,0.71,b2
57000,29.75,0.43,5.50,0.50,16.00,1.00,b2
57250,29.50,0.50,5.25,0.43,16.00,1.00,b2
57500,29.25,0.43,4.25,0.43,16.00,1.00,b2
57750,29.25,0.43,5.50,0.50,15.50,0.50,b2
58000,29.50,0.50,6.00,0.71,15.50,0.50,b2
58250,29.50,0.50,6.33,0.47,15.33,0.47,b2
58500,29.50,0.50,6.00,0.00,15.50,0.50,b2
58750,29.67,0.47,6.75,0.43,16.00,0.82,b2
59000,29.25,0.43,6.50,0.50,16.50,1.12,b2
59250,29.00,0.00,6.25,0.83,16.50,0.50,b2
59500,29.00,0.00,6.00,0.00,16.25,0.83,b2
59750,29.25,0.43,5.50,0.50,16.50,0.50,b2
60000,29.25,0.43,5.00,0.00,17.00,1.00,b2
60250,29.50,0.50,5.00,0.71,16.50,0.50,b2
60500,29.50,0.50,6.00,0.00,16.50,0.50,b2
60750,29.00,0.00,6.25,0.43,16.00,1.00,b2
61000,29.25,0.43,6.25,0.43,15.75,0.83,b2
61250,29.00,0.00,6.00,0.00,15.50,0.50,b2
61500,29.00,0.00,6.00,0.00,15.75,0.83,b2
61750,29.00,0.00,6.00,0.00,16.33,1.25,b2
62000,29.25,0.43,6.00,0.00,16.33,0.47,b2
62250,29.00,0.00,5.50,0.50,16.50,0.50,b2
62500,29.00,0.00,5.75,0.43,16.75,0.83,b2
62750,29.00,0.00,5.25,0.43,17.33,0.94,b2
63000,29.00,0.00,5.50,0.50,17.33,0.94,b2
63250,29.00,0.00,6.00,0.00,16.50,1.12,b2
63500,29.00,0.00,5.00,0.00,16.25,0.83,b2
63750,29.25,0.43,5.00,0.71,16.50,0.50,b2
64000,29.00,0.00,5.00,0.71,17.00,0.71,b2
64250,29.25,0.43,6.00,0.00,16.50,0.50,b2
64500,29.00,0.00,6.25,0.43,16.25,0.83,b2
64750,29.00,0.00,6.25,0.43,16.25,0.83,b2
65000,29.00,0.00,4.75,0.43,16.50,1.12,b2
65250,28.75,0.43,5.25,0.43,17.00,1.00,b2
65500,28.67,0.47,4.67,0.47,16.50,0.50,b2
65750,29.00,0.00,4.75,0.43,17.33,0.94,b2
66000,29.00,0.00,5.00,0.00,17.50,0.50,b2
66250,29.00,0.00,5.50,0.50,16.50,0.50,b2
66500,29.00,0.00,5.00,0.00,16.00,1.00,b2
66750,29.00,0.00,5.75,0.43,15.67,0.47,b2
67000,29.00,0.00,6.75,0.43,15.50,0.50,b2
67250,29.00,0.00,7.00,0.00,15.67,0.94,b2
67500,28.75,0.43,6.00,0.00,16.50,1.12,b2
67750,28.75,0.43,4.75,0.43,17.00,1.00,b2
68000,28.75,0.43,4.25,0.43,17.00,1.00,b2
68250,29.00,0.00,4.50,0.50,17.00,1.00,b2
68500,29.00,0.00,5.00,0.00,18.00,0.00,b2
68750,28.67,0.47,4.00,0.00,16.67,0.94,b2
69000,28.50,0.50,4.75,0.43,16.25,0.83,b2
69250,28.75,0.43,5.00,0.00,16.50,0.50,b2
69500,28.67,0.47,5.00,0.00,17.33,0.94,b2
69750,28.67,0.47,5.00,0.00,17.00,0.71,b2
70000,29.00,0.00,5.00,0.00,17.00,1.00,b2
70250,29.00,0.00,4.25,0.43,17.00,1.00,b2
70500,29.00,0.00,4.00,0.00,17.00,1.00,b2
70750,29.00,0.00,5.00,0.00,17.33,0.94,b2
71000,28.50,0.50,4.75,0.43,17.50,0.50,b2
71250,29.00,0.00,4.67,0.47,17.50,0.50,b2
71500,28.60,0.49,4.80,0.75,17.50,0.50,b2
71750,28.50,0.50,5.00,0.00,17.50,0.50,b2
72000,28.50,0.50,5.00,0.00,16.75,0.83,b2
72250,28.75,0.43,8.67,0.47,15.67,1.25,b2
72500,29.00,0.00,7.00,0.82,18.50,1.12,b2
72750,30.00,0.00,11.50,1.50,17.50,1.50,b2
73000,30.00,0.00,12.75,0.43,16.67,0.47,b2
73250,30.00,0.00,12.00,0.00,17.75,1.09,b2
73500,30.00,0.00,11.50,0.50,18.75,0.83,b2
73750,30.00,0.00,11.00,0.00,19.50,1.12,b2
74000,30.00,0.00,9.75,0.83,19.50,0.50,b2
74250,30.00,0.00,9.00,0.00,18.33,0.47,b2
74500,30.00,0.00,9.00,0.00,18.00,0.00,b2
74750,30.00,0.00,8.50,0.50,18.00,0.00,b2
75000,30.00,0.00,7.25,0.43,18.00,0.00,b2
75250,30.00,0.00,7.25,0.43,18.50,0.50,b2
75500,30.00,0.00,9.50,0.50,18.67,0.47,b2
75750,30.00,0.00,11.00,0.00,18.50,0.50,b2
76000,30.00,0.00,11.00,0.00,18.50,0.50,b2
76250,30.00,0.00,10.75,0.43,18.50,0.50,b2
76500,30.00,0.00,10.75,0.43,18.50,0.50,b2
76750,30.00,0.00,10.75,0.43,18.75,0.83,b2
77000,30.00,0.00,10.75,0.43,18.67,0.47,b2
77250,30.00,0.00,10.50,0.50,18.67,0.47,b2
77500,30.00,0.00,10.33,0.47,18.33,0.47,b2
77750,30.00,0.00,10.00,0.00,18.67,0.47,b2
78000,30.00,0.00,10.00,0.00,18.33,0.47,b2
78250,30.00,0.00,9.50,0.50,18.00,0.00,b2
78500,30.00,0.00,9.00,0.00,18.50,0.50,b2
78750,30.00,0.00,8.00,0.00,18.50,0.50,b2
79000,30.00,0.00,8.25,0.43,18.50,0.50,b2
79250,30.00,0.00,8.00,0.00,18.67,0.47,b2
79500,30.00,0.00,8.00,0.00,19.00,1.00,b2
79750,30.00,0.00,8.00,0.00,19.00,1.00,b2
80000,30.00,0.00,6.50,0.50,19.00,1.00,b2
80250,30.00,0.00,7.25,0.43,19.67,0.47,b2
80500,30.00,0.00,7.50,0.50,19.25,1.30,b2
80750,30.00,0.00,7.33,0.47,20.00,0.82,b2
81000,30.00,0.00,9.00,0.00,20.33,1.30,b2
81250,30.00,0.00,7.50,1.66,19.25,0.83,b2
81500,30.00,0.00,4.75,0.43,19.67,0.47,b2
81750,29.75,0.43,7.75,1.30,19.00,1.00,b2
82000,30.00,0.00,9.50,0.50,18.67,0.47,b2
82250,30.00,0.00,11.60,0.49,18.75,0.83,b2
82500,30.00,0.00,12.00,0.00,18.67,0.47,b2
82750,29.75,0.43,12.00,0.00,18.25,0.43,b2
83000,29.50,0.50,12.00,0.00,18.25,0.43,b2
83250,29.50,0.50,12.00,0.00,18.25,0.43,b2
83500,29.75,0.43,12.00,0.00,18.50,0.50,b2
83750,29.75,0.43,12.00,0.00,18.25,0.43,b2
84000,29.75,0.43,12.00,0.00,18.00,0.00,b2
84250,29.50,0.50,12.00,0.00,18.00,0.00,b2
84500,29.50,0.50,12.00,0.00,18.00,0.00,b2
84750,29.00,0.00,12.00,0.00,18.00,0.00,b2
85000,29.33,0.47,12.00,0.00,18.33,0.47,b2
85250,29.00,0.00,12.00,0.00,18.33,0.47,b2
85500,29.33,0.47,12.00,0.00,18.67,0.47,b2
85750,29.33,0.47,12.00,0.00,18.50,0.50,b2
86000,29.00,0.00,12.00,0.00,18.50,0.50,b2
86250,29.25,0.43,12.00,0.00,18.50,0.50,b2
86500,29.33,0.47,12.00,0.00,19.00,0.82,b2
86750,29.25,0.43,12.00,0.00,18.33,0.47,b2
87000,29.50,0.50,12.00,0.00,18.00,0.00,b2
87250,29.00,0.00,12.00,0.00,18.33,0.47,b2
87500,29.00,0.00,12.00,0.00,18.00,0.00,b2
87750,30.00,0.00,12.00,0.00,19.00,0.00,b2
88000,29.00,0.00,12.00,0.00,18.50,0.50,b2
88250,29.33,0.47,12.00,0.00,18.67,0.47,b2
88500,29.00,0.00,12.00,0.00,18.50,0.50,b2
88750,28.33,0.47,12.00,0.00,19.00,0.82,b2
89000,28.33,0.47,11.00,1.00,18.50,0.50,b2
89250,28.25,0.43,7.50,0.50,18.25,0.43,b2
89500,28.25,0.43,4.25,2.28,18.25,0.43,b2
89750,29.00,0.00,11.00,1.22,17.50,0.50,b2
90000,29.00,0.00,12.00,0.00,15.75,0.43,b2
90250,29.67,0.47,12.00,0.00,16.67,1.25,b2
90500,29.50,0.50,12.00,0.00,16.67,0.94,b2
90750,29.00,0.00,12.33,0.47,17.50,0.50,b2
91000,29.00,0.00,12.75,0.43,17.75,0.43,b2
91250,29.50,0.50,12.75,0.43,18.00,0.00,b2
